text_no_emoji,lang,translated_text
eso es lo q se está comiendo rosalía,es,That is what Rosalia is eating
es un papi carne fresca con buena experiencia que ricoooo,es,He is a fresh meat dad with good experience that Ricoooo
tryna get like lip,no,tryna get like lip
ne izliyom ben ya şyou,tr,What am I watching?
yep,tr,yep
whooooooqqaaaaaa,so,Whooooooqqaaaaa
knees daddy,so,knees daddy
ampun,id,Gosh
cannot see,it,cannot see
esa rosalía es pendeja,es,That Rosalia is asshole
aaaa bello iniziare il con un video del genere direi premio oscar per limpegno,it,aaaa nice to start with a video of the genre I would say Oscar winner for Limpergno
bah anche meno,id,bah even less
rosalia gozarlo tope,it,Rosalia enjoy it
testoyviendo,es,TestoyVar
hajaja,fi,hajaja
oidooooooo,so,yoved
gawwwwwkkk gawwwkk,pl,gawwwwwkkk gawwwkk
mi esposo el chef,it,My husband the chef
omg love,no,omg love
como tontita la rosi sí,it,How Tontita la Rosi yes
get rosalia get,hu,get rosalia get
come ck selling,it,come ck selling
destroyed,es,destroyed
chef yes chef,cy,chef and chef
wow,pl,wow
omg,sv,omg
avisen,fi,newspaper
yes cheeeeeef,nl,yes cheeeeeef
man,tl,man
daaamn jaw droppin replays,nl,daaamn jaw droppin replays
bump,id,bump
dayum,so,dayum
get one amazon,nl,get one amazon
jesus christ,sk,jesus christ
hahahahaha,so,Hahahahaha
el like de rosalia jajajajaj,et,The Like de Rosalia Jajajaj
boyfriend stop,af,boyfriend stop
wow,pl,wow
lip grown damn,pl,lip grown damn
girl dinner,it,girl dinner
cousin,fr,cousin
zack,pl,zack
sweet dreams,af,sweet dreams
limitless,et,limitless
welcome,nl,welcome
remember episode shameless,da,remember episode shameless
girl dinner,no,girl dinner
la girl,tr,la girl
yes chef,cy,Yes chef
wtf,cy,wtf
bravo stretch omg,sk,bravo stretch omg
tutti,fi,everyone
yes chef,cy,Yes chef
yes chef,cy,Yes chef
yes chef,cy,Yes chef
que vivan los,es,that live the
sono bloccata,it,I am blocked
yes care question,fr,yes care question
okay rosalia,tl,okay rosalia
alli estaa,fi,Alli hits
qué clase de brujería es esta,es,What kind of witchcraft is this
ok fine use calvin klein,no,ok fine use calvin klein
jeezus,hr,jeezus
ah caray esto sí interesa,es,Ah Caray This is interesting
feel,nl,feel
shaking good way,so,shaking good way
la publicidad que espero hacer cuando egrese,es,The advertising I hope to do when I graduate
love much,cs,love much
yes chef,cy,Yes chef
yooo bro,so,Yooo bro
trá trá,sk,disreputable
goddamn,cy,goddamn
better man,no,better man
barack,tr,barack
mamma,tl,mamma
twins,pl,twins
pregnant,it,pregnant
lo que se está comiendo ayyyyy,es,What is eating ayyyyy
oh yes,tr,oh yes
jungkook needs,et,jungkook needs
rosalia esta dieta comiendo,es,Rosalia is diet eating
ohhhhhh gawtttttt,sv,Ohhhhhh gawtttttt
love,sl,love
yo voy x veces,es,I'm going x times
muy bonito todo pero debes el de jk,es,Very nice everything but you owe JK's
guy,so,guy
mettilo su threads vedi la fine che fai,it,Put it on threads see the end you do
beef,nl,beef
better man,no,better man
ok,sk,ok
omg,sv,omg
bear gone,cy,bear gone
ahora entiendo rosalia,es,Now I understand Rosalia
madre mía bájale,hu,My mother bajale
magdamit ka nga baka malamigan likod mo mahangin pa naman sa taas ng doña enriqueta,tl,You can dress up so that you can be better off at the height of Doña Enriqueta
ummmm damn loved,da,ummmm damn loved
lip oq e isso,it,lip what and that
tell tell,it,tell tell
eras tour barbie blessed,af,eras tour barbie blessed
omg,sv,omg
roman empire,fr,roman empire
add provided oxygen masks viewers,af,add provided oxygen masks viewers
please make skit soon possible,et,please make skit soon possible
es de,es,It is from
yes chef,cy,Yes chef
ever man,da,ever man
like robert mitchum,sq,like robert mitchum
pregnant,it,pregnant
see,af,see
fantastic day eyeballs,so,fantastic day eyeballs
neuro receptors,ro,neuro receptors
god bless,cy,god bless
someone give marketing dept raise,da,someone give marketing dept raise
video hours long,es,video hours long
já vi esse vídeo várias vezes,hu,I've seen this video several times
wow,pl,wow
oops tagged,af,oops tagged
behind,de,behind
gulp,tl,gulp
rosalía madre mía bajalé,es,Rosalía Mother My Bajalé
te invito una cita en el baño de una ypf faltes,es,I invite you an appointment in the bathroom of a YPF Faults
woof wooof woof woof,af,woof wooof woof woof
rosalía sabe,es,Rosalía knows
congrats collab,ca,congrats collab
el like de rosalia,et,Rosalia's Like
tanks forever irrelevant,da,tanks forever irrelevant
rosalia liking,lt,rosalia liking
next lol,fr,next lol
yes chefffff,cy,yes chefffff
yes,tr,yes
siempre confíe en ti rosalia,es,Always trust you Rosalia
lip,tl,lip
made lip shameless real person,ca,made lip shameless real person
te entiendo rosalia,es,I understand you Rosalia
moment,it,moment
rosalía amikaaaaa,so,Rosalía Amikaaaaa
hot,cs,hot
unwell,cy,unwell
bro,cy,bro
cómo te sientes después de ver el spot publicitario de jeremy bianca bueno como que se antoja ver la serie bear,es,How do you feel after seeing Jeremy Bianca's advertising spot good as it seems to see the Bear series
feo,cy,feo
ufuf mal,so,bad ufuf
que bendiciooooon,es,What a blessed
diosito bless,it,Bless God
euthanize point,ro,euthanize point
yes chef,cy,Yes chef
bae,id,bae
yummyyy,fi,yummyyy
meu deus,fr,my God
rosalia got hermana,ca,Rosalia Got Sister
good lord,so,good lord
couch,fr,couch
nos callamos la jeta rosalía seguí en lo tuyo,es,We shut up the Rosalía Jeta I followed yours
llevo hrs aquí,ca,I've been here
god dammit lip,tl,god dammit lip
yes chef,cy,Yes chef
rosalía te entendemos,es,Rosalia we understand you
wondering budget blurring vpl ad,da,wondering budget blurring vpl ad
know dam,so,know dam
girl limit replay x,tr,girl limit replay x
bark bark bark,tr,bark bark bark
hala,so,so
respeto la rosi,es,I respect the rosi
con esos ojos,es,With those eyes
help,nl,help
que vivan los hombres,es,that men live
yes chef,cy,Yes chef
fuaaaaa jeremías,so,Fuaaaaa Jeremiah
omg,sv,omg
papacito te doy son consejos,es,Papacito I give you are advice
que vivan los hombres,es,that men live
lip forever,da,lip forever
obsessed,et,obsessed
us calvin klein pls,nl,us calvin klein pls
video,es,video
enamorá de tu pistola rojaaaa,sk,Fall in love with your red gun
even moved yet aaron taylor johnson,nl,even moved yet aaron taylor johnson
la reina de españa verdadera artista una reguetonera mas del monton,es,The Queen of Spain true artist one reggaetonera more of the Monton
si,fi,and
eita,de,not
declaro embarazada,pt,I declare pregnant
grrrrr,sq,grrrrr
gets,nl,gets
going cry,cy,going cry
oh,fi,oh
se come mejorrrrrrrrrrrr es un,es,come up mejorrrrrrrrrrr
lord,es,lord
blessed,no,blessed
te observo te respeto señorita,es,I observe you respect you lady
keep us huh aaron taylor johnson dude,et,keep us huh aaron taylor johnson dude
video hours,af,video hours
smell get pink like,no,smell get pink like
te pareces el,es,You look like the
te entendemos rosalia,es,We understand you Rosalia
yes chef,cy,Yes chef
jayzus christos,sk,jayzus christos
wyd bro,cy,bro
rosalía ahora te entendemos,es,Rosalia now we understand you
looks like kangaroo,et,looks like kangaroo
ty,fi,ty
pq deeeus,nl,pq deeeus
yes chef,cy,Yes chef
chefs gone wild,cy,chefs gone wild
queen rosalia,es,Queen Rosalia
okayyyyyy,fi,okayyyyyy
awesome,af,awesome
mi dios,it,My God
yes chef,cy,Yes chef
yes chef,cy,Yes chef
love,sl,love
beautiful specimen,ro,beautiful specimen
faints,fr,faints
la rosalía,es,The Rosalia
amo,sw,amo
yes chef,cy,Yes chef
creo que ya lo preguntó para vacilar para burlarse chorradas que hace la gente,es,I think he already asked to hesitate to make fun of bullshit that people do
guauuu,so,giuuuu
good god,cy,good god
knows,pl,knows
cena bien la rosalía,es,Dinner the Rosalia
pregunten el color de nada,es,Ask the color of nothing
poderia morar aqui,ca,could live here
cozinha ta pegando fogo,pt,Kitchen is on fire
love boo,sk,love boo
goooood lawd,so,goooood lawd
bro fr,pt,bro fr
sir,lt,sir
yes chef,cy,Yes chef
limit exist,ro,limit exist
en loop este video,af,And run Este Video
omg,sv,omg
yes,tr,yes
god,cy,god
damn know amazing body,id,damn know amazing body
cgi,vi,cgi
es cierto,es,it's true
oh,fi,oh
snl better,no,snl better
oui,fr,oui
horas de vos sabes que si,es,hours of you know that yes
busheet hour man diay ni nga video,sq,Busheet Hour is the video
looking like greek god right deceased,af,looking like greek god right deceased
free,no,free
favorito,it,favorite
ta loco motomami,it,ta crazy motomami
naaaaa,so,Naaaaa
omggg,tl,around
well goes rest day,cy,well goes rest day
need put like dog,af,need put like dog
husband across room like like song much,no,husband across room like like song much
hell yes,cy,hell yes
marooooooooooonn,so,Moukoooooo
woof woof woof,af,woof woof woof
yes chef,cy,Yes chef
accuracy,es,accuracy
hmmmmmmm,da,Hmmmmmmm
por la canción solo puedo pensar en la cuenta regresiva del reloj del eras tour,es,For the song I can only think of the countdown of the Eras Tour clock
hands,sv,hands
oh man,id,oh man
commenting come get,it,commenting come get
vergacion,es,Vergacion
omg,sv,omg
yes chef,cy,Yes chef
good work,af,good work
lee los comentarios,es,Read the comments
e com essa cara de sofrido,pt,And with this suffering face
yes chef,cy,Yes chef
yes chef,cy,Yes chef
consider internet broken,da,consider internet broken
need take rating,et,need take rating
os comentários estão maravilhosos,pt,The comments are wonderful
ahora veo lo que vio rosalia,es,Now I see what Rosalia saw
brasil amou essa campanha,pt,Brazil loved this campaign
bebé look amazing,hu,bebé look amazing
rosalia es la major,es,Rosalia is the major
see sweatin,af,see sweatin
meow,pl,meow
calvin klein knew doinggg,nl,calvin klein knew doinggg
staring soul,sv,staring soul
drooling,af,drooling
best song ever,no,best song ever
going need horse tranquilizer get,nl,going need horse tranquilizer get
alice girl,it,alice girl
lipppppp,it,Lipppppp
hahaha funny,so,hahaha funny
yes chef,cy,Yes chef
yes,tr,yes
eu te amo chef,cy,I love you chef
want bad,so,want bad
free,no,free
yes chef,cy,Yes chef
papacito,es,Papacito
nice,pl,nice
sobriety looks good,af,sobriety looks good
god,cy,god
engual eu né,ca,I am also
por que el video dura tanto,es,because the video lasts so much
wow,pl,wow
si chef,it,Yes chef
pop girl safe lol,ro,pop girl safe lol
welcome,nl,welcome
yes chef,cy,Yes chef
gagged,da,gagged
eita,de,not
ok jeremy get,sk,ok jeremy get
el like de la,no,the like of the
chill carmy girl app,it,chill carmy girl app
god damnnn,cy,god damnnn
omg,sv,omg
limit exist,ro,limit exist
yes chef,cy,Yes chef
gluteus maximus fire bruh,fr,gluteus biggest fire bruh
omfg,no,omfg
better,no,better
amen,ca,amen
deus abençoe,ca,God blesses
bruh,cs,Bruh
holy moly,cy,holy moly
female gaze,hu,female gaze
agree,af,agree
oh woowww,pl,oh woowww
rosalia deserves,ca,rosalia deserves
yeschef,de,yeschef
faint,fr,faint
miren los ojooooos los ojoooooos,et,Look at the eyeooooos
yes chef,cy,Yes chef
amiga,so,amiga
made religious,pt,made religious
good lord,cy,good lord
la gente diciendo q es feo,es,people saying it's ugly
happy birthday,so,happy birthday
yes chef,cy,Yes chef
take back,id,take back
yes chef,cy,Yes chef
oh,fi,oh
literally put man jail,fi,literally put man jail
ok chefe,sk,ok boss
nossa,pt,our
love song,no,love song
jesus christ,sk,jesus christ
todas somos,pt,We are all
alaaaa la la,so,alaaa la la
mummy approves,sk,mummy approves
lip,tl,lip
pegava muito,pt,took a lot
pero bueno,es,oh well
belly hair,cy,belly hair
lord,es,lord
okay lip,tl,okay lip
ter queixo nunca foi uma questão,pt,having a jaw was never a question
rosalia fight,it,rosalia fight
gshagaustahshksgwjdhsktalshdkdudjsjshsksjsidydofif,sq,gshagaustahshksgwjdhsktalshdkdudjsjshsksjsidydofif
reel soooo long,so,reel soooo long
deserves like,no,deserves like
arf arf,cy,inherit inheritance
fine,it,fine
luluhod pagsisilbihan,tl,Kneeling Serve
yes cheffffff,cy,Yes Cheffffff
lo supero,es,I assume it
rosalía hija tú si que,es,Rosalía daughter you do
omggggg,tl,omggggg
pause zoom pause zoom,nl,break zoom break zoom
rosalía tá passando muito bem hein,pt,Rosalía is going very well huh
oh godddd,cy,oh godddd
daddy,cy,daddy
bueno chau,cy,Well chau
oh r hot,cy,oh r hot
minha nossa senhora,pt,My Our Lady
dejar el copete,ca,Leave the copete
hottest video ever,no,hottest video ever
feel limit,et,feel limit
ahiahiahiahiai,id,asia
te entiendo rosi amiga hermana mujer,es,I understand you rosi friend sister woman
yes chef,cy,Yes chef
tank,fi,tank
yes,tr,yes
rosalia le gusta esta publicación,es,Rosalia like this publication
oh,fi,oh
eeeeeeee derretida,nl,Eeeeeeee Derretida
dios mío,pt,my God
que bien come la rosi,es,How good the rosi eats
que grande mi amiga rosalía,es,How great my friend Rosalia
comments,fr,comments
chef,cy,chef
que vivan los hombres jeremy allen white,es,Long live the men Jeremy Allen White
yes chef,cy,Yes chef
lord jesus behaved good,et,lord jesus behaved good
talking go calvin klein,af,talking go calvin klein
lip grown,pl,lip grown
yes,tr,yes
well lol,cy,well lol
wilding bru,af,wilding bru
man,tl,man
enjing keneh meni tos tebih ameung teh,id,The Morning is still getting far away the Ameung
ulah gandeng ulah hariwang,id,Do not coupled don't worry
ck revival upset,sl,ck revival upset
big big big enormous smash,tl,big big big enormous smash
good lord wow,af,good lord wow
like,et,like
madre mía rosalía bájale,es,My my rosalía bájale mother
ay se,tl,Ay se
yo bro,cy,I bro
от гадіна така,uk,from the bastard
jaw dropped,pl,jaw dropped
real,ro,real
rosalia te miro te observo te analizo te respeto,it,"Rosalia looked at you, I observe you, I respect you"
il mio uomo,it,My man
divorced,it,divorced
eyes,tr,eyes
epa todo eso se come la rosa,es,Epa all that eats the rose
keep hearing song loop whenever girlfriend bathroom,af,keep hearing song loop whenever girlfriend bathroom
going say yes yes yes,tl,going say yes yes yes
deve ter facilmente da população mundial presa nesse sem dúvida alguma,pt,must easily have the world population attached to this without a doubt
hahahahha sim,so,hahahahahha trying
yescheffff,cy,yescheffff
bro killed dawg,da,bro killed dawg
todo eso se está comiendo rosalía,es,All that is eating Rosalia
