text_no_emoji,lang,translated_text
est même sur du recommandé là,fr,is even on recommended there
que falta de consideração com meus olhos,pt,What a lack of consideration with my eyes
oui chef,fr,yes chief
encima sabe cocinar,es,It knows how to cook
yes chef,cy,Yes chef
yes chef,cy,Yes chef
oh,fi,oh
well could,en,well could
el nuevo gallo,es,The new rooster
mamma mia jeremy non mi puoi fare così però,it,Mamma mia jeremy you can't do me like this though
sì chef,cy,Yes chef
wowwww,pl,wowwww
calvin klein keep doin lords work,af,calvin klein keep doin lords work
death,en,death
girl,tr,girl
kenneth,fi,kenneth
man,tl,man
going divorce,hr,going divorce
thoughts exactly,en,thoughts exactly
jfc bear man though,en,jfc bear man though
quando eu morrer espero que paraíso seja assim,pt,When I die I hope paradise is like this
wow nothing like nyc skyline,pl,wow nothing like nyc skyline
sky clouds looks amazing,cs,sky clouds looks amazing
aguante rosalia,es,Aguante Rosalia
showing therapist,en,showing therapist
diocans,it,diocans
yes chef,cy,Yes chef
loves game changer,en,loves game changer
true definition short king,en,true definition short king
θα είμαστε όλο το καυλωμενοι ευχαριστούμε,el,We will be all the bent thanks
new york fire,en,new york fire
criminal,it,criminal
feel though committed crime,en,feel though committed crime
il club delle prime mogli,it,The club of the first wives
madonnn,cy,madonnn
quanto cantata facendo balletto,it,how much sung making ballet
oh god lip,cy,oh god lip
yes,tr,yes
quando vuoi pronta,pt,When you want ready
provecho rosalia,sk,Product Rosalia
ver más cerquita rosalía te bancoooo,es,See more Cerquita Rosalía Te Bancooooo
daily routine unreaveled,fr,daily routine unreaveled
gasp gusped,lv,gasp gusped
lip,tl,lip
seit shameless,de,Sitting Shameless
que buen cambio,es,What a good change
madre mía,es,My mother
repeat,ro,repeat
chef ate,cy,Chef ATE
amica sono con te,it,friend are with you
comme ça tu vois de qui je parlais,fr,So you see who I was talking about
amen,ca,amen
get rosalia,hu,get rosalia
rosalía de esta pistola si tienes que enamorarte,es,Rosalia of this gun if you have to fall in love
questa è la prova che un dio esiste,it,This is proof that a god exists
de qué marca dicen que es el anuncio vi la,es,What brand they say is the announcement I saw
omg longer version yes chef,en,omg longer version yes chef
bunk,id,bunk
oh dear yum,cy,oh dear yum
reel,nl,reel
que obra de arte,es,What a work of art
que dice,es,What does it say
yes chef,cy,Yes chef
cada vez queda más claro que las mujeres se fijan en la cara porque vaya tela la cara del muchacho este,es,It is increasingly clear that women look at the face because the boy's face is fabric
te parece guapo de cara en,es,It seems handsome in face in
pensé que era el de ariana ya está todos nos equivocamos,es,"I thought it was Ariana's, we are all wrong"
cousinnn,fr,cousinnn
mamma mia,sw,Oh mama
oh yes chef,cy,oh yes chef
yes chef,cy,Yes chef
hell yeah chef,cy,hell yeah chef
ho g god,cy,ho g god
demasiado rico,pt,Too rich
trying kill us,no,trying kill us
yes chef,cy,Yes chef
illegale,it,illegal
omg looks,et,omg looks
knew,en,knew
che bella,en,che bella
shameless,en,shameless
lip gallagher,tl,lip gallagher
eyoooooo,so,eyoooooo
yes chef,en,yes chef
santo,tl,santo
heavy,en,heavy
best calvin klein ad since marky mark,en,best calvin klein ad since marky mark
madre mia,pt,my mother
lord jesus fire,fr,lord jesus fire
la pucha,es,Pucha
yes chef,cy,Yes chef
bon là clairement est sur du légal du majeur même,fr,good there clearly is on the legal of the adult itself
need,af,need
buy poster,cs,buy poster
ну куда в кроссовках на диван то етить вашу,ru,"Well, where in the sneakers on the sofa then eat your"
madre mía rosalía bajaleeeee,es,My Rosalía Bajaleeeee Mother
sure,fr,sure
feel like watched gazillion times already another,en,feel like watched gazillion times already another
yes chef,cy,Yes chef
tf heeeeeeee,nl,TF Sheeeeeeee
love guy since shameless feel sorry discovering lol,en,love guy since shameless feel sorry discovering lol
buon anno,fi,Happy New Year
mark wahlberg,so,mark wahlberg
watch bear missing love pr direction,en,watch bear missing love pr direction
might die,af,might die
yes chef,cy,Yes chef
sim chef,de,yes chef
ese era el novio de ariana grande,es,That was Ariana Grande's boyfriend
sabor,tl,flavor
pov rosalía qué pasó con raw alejandro rosalía,es,Pov Rosalia what happened to Rauw Alejandro Rosalía
åhlalala,tl,staying
get rosalia,hu,get rosalia
gesù cristo,it,Jesus Christ
bulge,tr,bulge
vaya vaya el blankito,tr,Wow the blankito
сказать,ru,say
comments killing hahahaha,tl,comments killing hahahaha
finally made sexy ck,en,finally made sexy ck
admit beautifulcouch,fr,admit beautifulcouch
perdòn,ca,perdun
keep good work,af,keep good work
babe,so,babe
trop pour moi,fr,too much for me
day aliveee,so,day aliveee
giggled,da,giggled
jeremy left us feeling,da,jeremy left us feeling
daddied hard,cy,daddied hard
rosalia come ci si sente ad essere la donna più fortunata al mondo,it,Rosalia as you feel to be the luckiest woman in the world
noice,pt,Noice
everyone say thank calvin klein,en,everyone say thank calvin klein
rosalía,es,rosalia
buoooongioooornooo,tl,Bootooooorooo
descompensada,pt,decompensated
ah,so,ah
rosalia llévalo la luna por todaaaassss,fi,Rosalia take it the moon around
yes cheff yeeesss cheeefff,en,yes cheff yeeesss cheeefff
congratulate finally understood advertise underwear understand talking,en,congratulate finally understood advertise underwear understand talking
g r c,cy,g r c
burnt pop tarts damn distracted,en,burnt pop tarts damn distracted
thought,en,thought
namaste,tl,hello
pay compliments chef,en,pay compliments chef
omg look like,af,omg look like
ох,ru,Oh
one show,en,one show
bear minimum want,id,bear minimum want
omg,sv,omg
someone posted pregnancy test comments,en,someone posted pregnancy test comments
les filles la vision,fr,Girls vision
better man,no,better man
bono oltremodo,it,Bono extreme
vem vê isso aqui,pt,Come see this here
questioning complete devotion shame wowza could eat crackers,en,questioning complete devotion shame wowza could eat crackers
misericordia,it,misericordia
meow,pl,meow
yes,tr,yes
aguantaaaaaa,so,endureaaaaa
ok needed rest year,en,ok needed rest year
après presque je pas encore la réponse,fr,After almost I not yet the answer
yes chef,cy,Yes chef
omg,sv,omg
buenos días que vivan los hombres,es,good morning men live
recadeaux,ro,recadeaux
wow,pl,wow
que dieu bénisse calvin klein pour leurs spots publicitaires,fr,May God bless Calvin Klein for their advertising spots
art,en,art
asked listening song incessantly,en,asked listening song incessantly
yes chef,cy,Yes chef
yikessssss,fi,yikessssss
rob schnaider,de,rob schnaider
good job girl,so,good job girl
like fine work art lip,af,like fine work art lip
video changed life,en,video changed life
comments,fr,comments
killed,da,killed
ciaone,it,Ciaone
sexiest man alive,fr,sexiest man alive
yes chef,cy,Yes chef
omg guy grown,pl,omg guy grown
madonna santissima,fi,Madonna Santissima
que le costaba jeon jungkook regalarlos unos segunditos así vale,es,that Jeon Jungkook cost him to give them a few seconds.
thot friend told otherwise,en,thot friend told otherwise
heard chef,en,heard chef
que bien la rosalia,es,How good the Rosalia
god,cy,god
oh,fi,oh
loop,et,loop
que isso gente,fr,that people
imagine much like pants,et,imagine much like pants
bravissimo lip,it,very good Lip
want know,en,want know
que bien está comiendo rosalia,es,How good is eating Rosalia
hahahahj,so,hahahahj
wowzers brightened dull january,en,wowzers brightened dull january
thank calvin klein,en,thank calvin klein
lo que se come la rosalía,es,WHAT THE Rosalia is eaten
nat muscles steroid muscles,ca,nat muscles steroid muscles
papi,tl,papi
really know init,en,really know init
thing,en,thing
gesu,af,their
comment,fr,comment
yum,tr,yum
hot handle,da,hot handle
aih aih,fi,aih aih
story,sk,story
ahora te entiendo rosalila,es,Now I understand you Rosalila
needed wee willy wonka theme tune,en,needed wee willy wonka theme tune
comments,fr,comments
buongiorno,tl,Good morning
cannot,it,cannot
thank chef,en,thank chef
yes chef,cy,Yes chef
genuine,nl,genuine
wife lucky,pl,wife lucky
lei ha vinto,fi,she won
oh hot,cs,oh hot
smash,sq,smash
man sexy since shameless,en,man sexy since shameless
getting willie wonka vibe sudden urge chocolate cool shower,en,getting willie wonka vibe sudden urge chocolate cool shower
cheesing,nl,cheesing
yes chef,cy,Yes chef
bear,en,bear
dale rosalia,it,Dale Rosalia
hahahhahahah,so,hahahhahahah
madre mía rosalía bájale,es,My my rosalía bájale mother
sooooooo fiiiiinnnnnneeeeeee,et,sooooooo fiiiiinnnnnneeeeeee
whyyyyy jaw,pl,whyyyyy jaw
yes,tr,yes
oh yes chef,cy,oh yes chef
eyes hurt cannot watch hour long videos,en,eyes hurt cannot watch hour long videos
facts,en,facts
kanka napıyo,sw,yourself napıyo
hahahahaa love dees,so,hahahahaa love dees
video hours long,en,video hours long
lo que se come la rosalía,es,WHAT THE Rosalia is eaten
die comments maar die add,af,the comments but the add
facts,en,facts
bismillah,tr,Bismillah
someone seems projecting,en,someone seems projecting
ha,so,ha
qué grande rosalía,es,What a great Rosalia
yesssss chef,en,yesssss chef
si chef,it,Yes chef
loop,et,loop
haha comments,en,haha comments
bending,id,bending
sì chef,cy,Yes chef
good lord,so,good lord
giuro non capisco se ti vendono lui le,it,I swear I don't understand if they sell you the
err ok yes,no,err ok yes
vraiment la qualité des boxers à dingue,fr,Really the quality of crazy boxers
jesus christ,sk,jesus christ
ah mica,so,Ah mica
lip,tl,lip
unwell going need minute,cy,unwell going need minute
jeremy stai esagerando te lo dico,pt,Jeremy are exaggerating you I tell you
io non mi sento tanto bene,it,I don't feel so well
daddy,cy,daddy
mio dio siii italian say adone,it,my god siii italian say adono
pd,lv,pd
okay get,tr,okay get
time start bear,en,time start bear
omg pray rosalía,tl,OMG Pray Rosalía
watching saving video enough need inhale,en,watching saving video enough need inhale
know,pl,know
vem aqui,pt,come here
never edward cullen adulthood,en,never edward cullen adulthood
madre mía rosalia bájale,es,My my mother Bájale
yes,tr,yes
many times watched yes,en,many times watched yes
god working hear,af,god working hear
woah,pl,woah
thank mr klein gods work,af,thank mr klein gods work
ufffff cannot,cy,ufffff cannot
contrary much owned,en,contrary much owned
beautiful ummmm,fr,Beautiful ummmm
heart beating faster,en,heart beating faster
okkkkk,fi,okkkkk
omg,sv,omg
yes chef,cy,Yes chef
de comments,fr,comments
buongiorno buon anno,tl,Good morning Happy New Year
damn dream guy,sv,damn dream guy
huele tabaco,es,It smells tobacco
speechless,de,speechless
tra trá,vi,traumatize
vabbè se lo dite così però,it,oh well if you say it so though
miao buon anno anche te carissima,it,miao happy new year too dear you
yeah swooned,en,yeah swooned
mi viene da piangere,it,I feel like crying
thought said busy,en,thought said busy
hashhahsah,so,Hashhahsah
lord saves,no,lord saves
cristo lip,it,cristo lip
madre mia,pt,my mother
qué hora se acaba el reel,es,What time the reel ends
mi raccomando domenica alle,it,I recommend Sunday to
hello,fi,hello
buongiorno,tl,Good morning
te lo juro,es,I swear
buongiornissimo,it,Good vigor
lord give strength,da,lord give strength
watched least times think going get tattooed across forehead,en,watched least times think going get tattooed across forehead
omg,sv,omg
dear god one like thank,af,dear god one like thank
guardando shameless ci sono tanti sbocchi culturali non indifferenti,it,Looking at Shameless there are many not indifferent cultural outlets
